,img,objects
3502,covid_memes_102.png,person person person person person person person person person person person
3503,covid_memes_1593.png,person
3504,covid_memes_1053.png,person person person person sports ball person
3505,covid_memes_1310.png,
3506,covid_memes_1793.png,person person person person tie person bicycle bicycle bicycle vase handbag
3507,covid_memes_1254.png,cell phone person person
3508,covid_memes_1086.png,person remote bottle bottle
3509,covid_memes_1231.png,person person person person
3510,covid_memes_1283.png,person
3511,covid_memes_2061.png,person
3512,covid_memes_166.png,person person person tv person backpack tv person person person bowl tv tv person tv
3513,covid_memes_1845.png,person tie sports ball
3514,covid_memes_1861.png,cup person toilet person
3515,covid_memes_1889.png,person person bottle bottle
3516,covid_memes_157.png,person person person tie tie tie tv clock sports ball
3517,covid_memes_1600.png,dog book tv book
3518,covid_memes_1487.png,chair person
3519,covid_memes_1207.png,person chair tie tie potted plant
3520,covid_memes_1808.png,person person person toothbrush
3521,covid_memes_1817.png,person person person chair person person
3522,covid_memes_1797.png,tie tie person person person toothbrush tie
3523,covid_memes_114.png,person person car
3524,covid_memes_1392.png,person person snowboard
3525,covid_memes_1488.png,person
3526,covid_memes_1420.png,person person person person person person person person
3527,covid_memes_1532.png,person cat
3528,covid_memes_1354.png,person person car person person
3529,covid_memes_1710.png,
3530,covid_memes_1819.png,teddy bear person
3531,covid_memes_1396.png,person tie
3532,covid_memes_1036.png,person person
3533,covid_memes_1580.png,person book
3534,covid_memes_1590.png,toilet
3535,covid_memes_1410.png,bench person person person person
3536,covid_memes_1454.png,person person potted plant person potted plant laptop person person
3537,covid_memes_2131.png,person
3538,covid_memes_2047.png,person
3539,covid_memes_1576.png,person person chair
3540,covid_memes_1342.png,cat
3541,covid_memes_1678.png,person tie
3542,covid_memes_1946.png,person person chair
3543,covid_memes_2122.png,person
